f_WORD,f_LENG,f_FREQ,f_FLAG
ХЛАП,4,0,0
ХЛЕБИНА,7,0,0
ХЛЕБНИК,7,0,0
ХЛЕБОДАР,8,0,0
ХЛЕБОЗАГОТОВИТЕЛЬ,17,0,0
ХЛЕБОК,6,0,0
ХЛЕБОКОПНИТЕЛЬ,14,0,0
ХЛЕБОПЕК,8,0,0
ХЛЕБОПАШЕСТВО,13,0,0
ХЛЕБОПАШЕЦ,10,0,0
ХЛЕБОПЕКАРНЯ,12,0,0
ХЛЕБОПЕЧЕНИЕ,12,0,0
ХЛЕБОПРОДУКТ,12,0,0
ХЛЕБОПРОМЫШЛЕННИК,17,0,0
ХЛЕБОРЕЗКА,10,0,0
ХЛЕБОРОД,8,0,0
ХЛЕБОСДАТЧИК,12,0,0
ХЛЕБОСДАЧА,10,0,0
ХЛЕБОСОЛ,8,0,0
ХЛЕБОСОЛКА,10,0,0
ХЛЕБОСОЛЬЕ,10,0,0
ХЛЕБОСТОЙ,9,0,0
ХЛЕБОТОРГОВЕЦ,13,0,0
ХЛЕБОТОРГОВЛЯ,13,0,0
ХЛЕБОУБОРКА,11,0,0
ХЛЕБОФУРАЖ,10,0,0
ХЛЕБОХРАНИЛИЩЕ,14,0,0
ХЛЕБУШКО,8,0,0
ХЛЕВОК,6,0,0
ХЛЕВУШОК,8,0,0
ХЛЕСТАКОВЩИНА,13,0,0
ХЛИПКОСТЬ,9,0,0
ХЛОАЗМА,7,0,0
ХЛОДНИК,7,0,0
ХЛОП,4,0,0
ХЛОПАЛЬЩИК,10,0,0
ХЛОПАЛЬЩИЦА,11,0,0
ХЛОПКОВОД,9,0,0
ХЛОПКОВОДСТВО,13,0,0
ХЛОПКОЗАВОД,11,0,0
ХЛОПКОКОМБАЙН,13,0,0
ХЛОПКОКРАТИЯ,12,0,0
ХЛОПКОПРЯДЕНИЕ,14,0,0
ХЛОПКОПРЯДИЛЬЩИК,16,0,0
ХЛОПКОРОБ,9,0,0
ХЛОПКОСАЖАЛКА,13,0,0
ХЛОПКОСЕЯНИЕ,12,0,0
ХЛОПКОСУШИЛКА,13,0,0
ХЛОПКОТКАЧЕСТВО,15,0,0
ХЛОПКОУБОРКА,12,0,0
ХЛОПОТЛИВОСТЬ,13,0,0
ХЛОПОТНОСТЬ,11,0,0
ХЛОПОТНЯ,8,0,0
ХЛОПОТУН,8,0,0
ХЛОПОТУНЬЯ,10,0,0
ХЛОПУНЕЦ,8,0,0
ХЛОПЧАТКА,9,0,0
ХЛОПЬЕОБРАЗОВАТЕЛЬ,18,0,0
ХЛОРАЛ,6,0,0
ХЛОРАЛГИДРАТ,12,0,0
ХЛОРАМИН,8,0,0
ХЛОРАТ,6,0,0
ХЛОРАТОР,8,0,0
ХЛОРАЦЕТОФЕНОН,14,0,0
ХЛОРБЕНЗОЛ,10,0,0
ХЛОРБУТИЛКАУЧУК,15,0,0
ХЛОРВИНИЛ,9,0,0
ХЛОРГИДРАТДИМЕТИЛАМИН,21,0,0
ХЛОРГИДРОХИНОН,14,0,0
ХЛОРИН,6,0,0
ХЛОРИНАЦИЯ,10,0,0
ХЛОРИРОВАНИЕ,12,0,0
ХЛОРКАУЧУК,10,0,0
ХЛОРНАФТАЛИН,12,0,0
ХЛОРОЗ,6,0,0
ХЛОРОКИСЬ,9,0,0
ХЛОРОМЕТРИЯ,11,0,0
ХЛОРОПЛАСТ,10,0,0
ХЛОРОПРЕН,9,0,0
ХЛОРОФОРА,9,0,0
ХЛОРОФОС,8,0,0
ХЛОРОХИН,8,0,0
ХЛОРПАРАФИН,11,0,0
ХЛОРПИКРИН,10,0,0
ХЛОРПРОДУКТ,11,0,0
ХЛОРФТОРУГЛЕРОД,15,0,0
ХЛОРЦИАН,8,0,0
ХЛОРЭТАНОЛ,10,0,0
ХЛУП,4,0,0
ХЛУПЬ,5,0,0
ХЛЫСТИК,7,0,0
ХЛЫСТОВКА,9,0,0
ХЛЫСТОВСТВО,11,0,0
ХЛЫСТОВЩИНА,11,0,0
ХЛЮП,4,0,0
ХЛЮСТ,5,0,0
ХМАРА,5,0,0
ХМЕЛЕВКА,8,0,0
ХМЕЛЕВОД,8,0,0
ХМЕЛЕВОДСТВО,12,0,0
ХМЕЛЕГРАБ,9,0,0
ХМЕЛЕПРОДУКТЫ,13,0,0
ХМЕЛЕСУШИЛКА,12,0,0
ХМЕЛИНА,7,0,0
ХМЕЛЬНИК,8,0,0
ХМУРОСТЬ,8,0,0
ХМУРЬ,5,0,0
ХМЫКАНЬЕ,8,0,0
ХНЫКАНЬЕ,8,0,0
ХОБОИЗМ,7,0,0
ХОВАНЩИНА,9,0,0
ХОВЕРПОРТ,9,0,0
ХОГАН,5,0,0
ХОГСХЕД,7,0,0
ХОДЕБЩИК,8,0,0
ХОДЕНЬ,6,0,0
ХОДИК,5,0,0
ХОДИМОСТЬ,9,0,0
ХОДКОСТЬ,8,0,0
ХОДУЛОЧНИК,10,0,0
ХОДУЛЬНОСТЬ,11,0,0
ХОДУН,5,0,0
ХОДУНОК,7,0,0
ХОЖАЛЫЙ,7,0,0
ХОЗКОРПУС,9,0,0
ХОЗОТДЕЛ,8,0,0
ХОЗСПОСОБ,9,0,0
ХОЗТОВАРЫ,9,0,0
ХОЗЧАСТЬ,8,0,0
ХОЗЯЙНИЧАНЬЕ,12,0,0
ХОЗЯЙСТВЕННОСТЬ,15,0,0
ХОЗЯЙЧИК,8,0,0
ХОККЕИСТКА,10,0,0
ХОЛАНГИТ,8,0,0
ХОЛД,4,0,0
ХОЛЕМИЯ,7,0,0
ХОЛЕРИНА,8,0,0
ХОЛЕСТЕРИНЧИК,13,0,0
ХОЛЕЦИСТИТ,10,0,0
ХОЛИЗМ,6,0,0
ХОЛИН,5,0,0
ХОЛЛЕРИТ,8,0,0
ХОЛМИСТОСТЬ,11,0,0
ХОЛМОГОР,8,0,0
ХОЛМОГОРЕЦ,10,0,0
ХОЛМОГОРКА,10,0,0
ХОЛМОК,6,0,0
ХОЛОДИЛЬЩИК,11,0,0
ХОЛОДИНА,8,0,0
ХОЛОДИЩЕ,8,0,0
ХОЛОДНОЕ,8,0,0
ХОЛОДНОКРОВИЕ,13,0,0
ХОЛОДОСТОЙКОСТЬ,15,0,0
ХОЛОДОУСТОЙЧИВОСТЬ,18,0,0
ХОЛОЖЕНИЕ,9,0,0
ХОЛОКАУСТ,9,0,0
ХОЛОКОСТ,8,0,0
ХОЛОПКА,7,0,0
ХОЛОПСТВО,9,0,0
ХОЛОСТЕЖЬ,9,0,0
ХОЛОСТЕРИН,10,0,0
ХОЛОСТИЛЬЩИК,12,0,0
ХОЛОСТЯЧКА,10,0,0
ХОЛОЩЕНИЕ,9,0,0
ХОЛСТИК,7,0,0
ХОЛСТИНКА,9,0,0
ХОЛУЙСТВО,9,0,0
ХОЛЩЕВНИК,9,0,0
ХОЛЯ,4,0,0
ХОЛЯВА,6,0,0
ХОМИНГ,6,0,0
ХОМУТИК,7,0,0
ХОМУТИНА,8,0,0
ХОМУТНИК,8,0,0
ХОМУТОК,7,0,0
ХОМУТЧИК,8,0,0
ХОН,3,0,0
ХОНДА,5,0,0
ХОНДРИЛЛА,9,0,0
ХОНДРИТ,7,0,0
ХОНДРОЛОГИЯ,11,0,0
ХОНДРОМА,8,0,0
ХОНОЛИТ,7,0,0
ХОППЕР,6,0,0
ХОРВАТКА,8,0,0
ХОРДОВОЕ,8,0,0
ХОРДОМЕТР,9,0,0
ХОРЕЗМИЕЦ,9,0,0
ХОРЕЗМИЙКА,10,0,0
ХОРЕОДРАМА,10,0,0
ХОРЕОЛОГИЯ,10,0,0
ХОРЕОСИМФОНИЯ,13,0,0
ХОРЕЯ,5,0,0
ХОРИОМЕНИНГИТ,13,0,0
ХОРИОН,6,0,0
ХОРИСТКА,8,0,0
ХОРИЯМБ,7,0,0
ХОРНПАЙП,8,0,0
ХОРОВОДНИК,10,0,0
ХОРОВОДНИЦА,11,0,0
ХОРОЛОГИЯ,9,0,0
ХОРОМИНА,8,0,0
ХОРОШИСТ,8,0,0
ХОРТ,4,0,0
ХОРУГВЕНОСЕЦ,12,0,0
ХОРУНЖИЙ,8,0,0
ХОРХ,4,0,0
ХОРЫ,4,0,0
ХОРЬ,4,0,0
ХОРЬЧОНОК,9,0,0
ХОСПИС,6,0,0
ХОСТИНГ,7,0,0
ХОТА,4,0,0
ХОУДАУН,7,0,0
ХОУМЛЕНД,8,0,0
ХОХЛЕНОК,8,0,0
ХОХЛАТКА,8,0,0
ХОХЛАТОЧКА,10,0,0
ХОХЛУША,7,0,0
ХОХМАЧ,6,0,0
ХОХМАЧКА,8,0,0
ХОХМОЧКА,8,0,0
ХОХОЛОЧЕК,9,0,0
ХОХОТНЯ,7,0,0
ХОХОТУН,7,0,0
ХОХОТУНЬЯ,9,0,0
ХРАМИК,6,0,0
ХРАМИНА,7,0,0
ХРАМОВНИК,9,0,0
ХРАМОЗДАТЕЛЬ,12,0,0
ХРАМОЗДАТЕЛЬСТВО,16,0,0
ХРАМОСТРОИТЕЛЬ,14,0,0
ХРАПЕНИЕ,8,0,0
ХРАПОВИК,8,0,0
ХРАПОК,6,0,0
ХРАПУН,6,0,0
ХРАПУНЬЯ,8,0,0
ХРЕБТИНА,8,0,0
ХРЕБТУГ,7,0,0
ХРЕНИНА,7,0,0
ХРЕНОВНИК,9,0,0
ХРЕНОК,6,0,0
ХРИЗАЛИДА,9,0,0
ХРИЗОБЕРИЛЛ,11,0,0
ХРИЗОЛИТ,8,0,0
ХРИЗОЛИФ,8,0,0
ХРИЗОПРАЗ,9,0,0
ХРИЗОТИЛ,8,0,0
ХРИПЕНИЕ,8,0,0
ХРИПЛИВОСТЬ,11,0,0
ХРИПЛОВАТОСТЬ,13,0,0
ХРИПЛОСТЬ,9,0,0
ХРИПУН,6,0,0
ХРИПУНЬЯ,8,0,0
ХРИСТАРАДНИК,12,0,0
ХРИСТАРАДНИЦА,13,0,0
ХРИСТИАНИТ,10,0,0
ХРИСТИАНИЯ,10,0,0
ХРИСТОГРАММА,12,0,0
ХРИСТОПРОДАВЕЦ,14,0,0
ХРИСТОСИК,9,0,0
ХРИСТОСЛАВ,10,0,0
ХРИСТОСОВАНИЕ,13,0,0
ХРИЯ,4,0,0
ХРОЛОФИЛЛ,9,0,0
ХРОМАЛЬ,7,0,0
ХРОМАТ,6,0,0
ХРОМАТИЗМ,9,0,0
ХРОМАТОГРАФ,11,0,0
ХРОМАТОЛИЗ,10,0,0
ХРОМАТОСКОП,11,0,0
ХРОМАТОФОР,10,0,0
ХРОМАТРОН,9,0,0
ХРОМЕЦ,6,0,0
ХРОМИРОВАНИЕ,12,0,0
ХРОМИРОВКА,10,0,0
ХРОМИРОВЩИК,11,0,0
ХРОМИТ,6,0,0
ХРОММАГНЕЗИТ,12,0,0
ХРОМОГЕН,8,0,0
ХРОМОГРАВЮРА,12,0,0
ХРОМОЛИТОГРАФИЯ,15,0,0
ХРОМОМАГНЕЗИТ,13,0,0
ХРОМОНЕМА,9,0,0
ХРОМОНОГОСТЬ,12,0,0
ХРОМОПЛАСТ,10,0,0
ХРОМОПРОТЕИН,12,0,0
ХРОМОСКОП,9,0,0
ХРОМОСФЕРА,10,0,0
ХРОМОТИПИЯ,10,0,0
ХРОМОФОР,8,0,0
ХРОМОФОТОГРАФИЯ,15,0,0
ХРОМОЦИНКОГРАФИЯ,16,0,0
ХРОМПИК,7,0,0
ХРОМЭРЗАЦ,9,0,0
ХРОНИКЕР,8,0,0
ХРОНОБИОЛОГИЯ,13,0,0
ХРОНОГРАММА,11,0,0
ХРОНОГРАФИЯ,11,0,0
ХРОНОКАРТА,10,0,0
ХРОНОЛОГ,8,0,0
ХРОНОЛОГИЗАЦИЯ,14,0,0
ХРОНОМЕТРАЖИСТ,14,0,0
ХРОНОМЕТРАЖИСТКА,16,0,0
ХРОНОМЕТРИСТ,12,0,0
ХРОНОМЕТРИЯ,11,0,0
ХРОНОН,6,0,0
ХРОНОСКОП,9,0,0
ХРОНОСКОПИЯ,11,0,0
ХРОНОФЕР,8,0,0
ХРУП,4,0,0
ХРУПАНЬЕ,8,0,0
ХРУСТАЛЬНОСТЬ,13,0,0
ХРУСТАЛЬЩИК,11,0,0
ХРУСТАЛЬЩИЦА,12,0,0
ХРУЩ,4,0,0
ХРУЩАК,6,0,0
ХРУЩЕЕДКА,9,0,0
ХРУЩИК,6,0,0
ХРЫЧОВКА,8,0,0
ХРЮК,4,0,0
ХРЮКАЛО,7,0,0
ХРЮКАНЬЕ,8,0,0
ХРЮШКА,6,0,0
ХРЯКОВИНА,9,0,0
ХРЯПКА,6,0,0
ХРЯСК,5,0,0
ХРЯСТ,5,0,0
ХРЯЧОК,6,0,0
ХРЯЩЕВАТОСТЬ,12,0,0
ХРЯЩЕВИК,8,0,0
ХРЯЩЕВИНА,9,0,0
ХУДОЖНИЧЕСТВО,13,0,0
ХУДОРОДСТВО,11,0,0
ХУДОСОЧИЕ,9,0,0
ХУДОСОЧНОСТЬ,12,0,0
ХУДОСТЬ,7,0,0
ХУДОЩАВОСТЬ,11,0,0
ХУДФОНД,7,0,0
ХУЛЕНИЕ,7,0,0
ХУЛИТЕЛЬНИЦА,12,0,0
ХУЛЬМАН,7,0,0
ХУНВЕЙБИН,9,0,0
ХУНХУЗ,6,0,0
ХУРАЛ,5,0,0
ХУТБА,5,0,0
ХУТИЯ,5,0,0
ХУТОРИШКО,9,0,0
ХУТОРЯНКА,9,0,0
ХЭДЕР,5,0,0
ХЭММИНГ,7,0,0
ХЭППЕНИНГ,9,0,0
ХЭТОДИПТЕРУС,12,0,0
ЦАДДИК,6,0,0
ЦАДИК,5,0,0
ЦАНГА,5,0,0
ЦАПКА,5,0,0
ЦАПОНЛАК,8,0,0
ЦАПУН,5,0,0
ЦАПУНЬЯ,7,0,0
ЦАПФА,5,0,0
ЦАРАПИНКА,9,0,0
ЦАРАПКА,7,0,0
ЦАРАПУН,7,0,0
ЦАРАПУНЬЯ,9,0,0
ЦАРЕУБИЙСТВО,12,0,0
ЦАРИШКА,7,0,0
ЦАРСТВЕННОСТЬ,13,0,0
ЦАТА,4,0,0
ЦАХУР,5,0,0
ЦАХУРКА,7,0,0
ЦВЕЛЬ,5,0,0
ЦВЕТАСТОСТЬ,11,0,0
ЦВЕТЕНЬ,7,0,0
ЦВЕТИСТОСТЬ,11,0,0
ЦВЕТНОЙ,7,0,0
ЦВЕТОДЕЛИТЕЛЬ,13,0,0
ЦВЕТОЕД,7,0,0
ЦВЕТОЛИСТИК,11,0,0
ЦВЕТОЛОЖЕ,9,0,0
ЦВЕТОЛЮБ,8,0,0
ЦВЕТОНОЖКА,10,0,0
ЦВЕТООЩУЩЕНИЕ,13,0,0
ЦВЕТОПЕРЕДАЧА,13,0,0
ЦВЕТОУСТОЙЧИВОСТЬ,17,0,0
ЦВЕТОЧНИК,9,0,0
ЦВЕТОЧУВСТВИТЕЛЬНОСТЬ,21,0,0
ЦВЕТУХА,7,0,0
ЦВИНГЛИАНЕЦ,11,0,0
ЦЕВКА,5,0,0
ЦЕВНИЦА,7,0,0
ЦЕДЕНТ,6,0,0
ЦЕДИЛКА,7,0,0
ЦЕДИЛЬЩИК,9,0,0
ЦЕДРАТ,6,0,0
ЦЕДУЛЯ,6,0,0
ЦЕЖ,3,0,0
ЦЕЖЕНИЕ,7,0,0
ЦЕЗАЛЬПИНИЯ,11,0,0
ЦЕЗАРИЗМ,8,0,0
ЦЕЗАРИСТ,8,0,0
ЦЕЗАРЬ,6,0,0
ЦЕЙЛОНЕЦ,8,0,0
ЦЕЙЛОНКА,8,0,0
ЦЕЙТЛУПА,8,0,0
ЦЕЙХГАУЗ,8,0,0
ЦЕКИСТ,6,0,0
ЦЕЛАКАНТ,8,0,0
ЦЕЛЕБНОСТЬ,10,0,0
ЦЕЛЕНИЕ,7,0,0
ЦЕЛЕСТИН,8,0,0
ЦЕЛИБАТ,7,0,0
ЦЕЛИННИЦА,9,0,0
ЦЕЛИТЕЛЬНИЦА,12,0,0
ЦЕЛИТЕЛЬНОСТЬ,13,0,0
ЦЕЛКАЧ,6,0,0
ЦЕЛКОВЕНЬКИЙ,12,0,0
ЦЕЛКОВИК,8,0,0
ЦЕЛЛА,5,0,0
ЦЕЛЛИТ,6,0,0
ЦЕЛЛОИДИН,9,0,0
ЦЕЛЛОН,6,0,0
ЦЕЛОВАЛЬНИК,11,0,0
ЦЕЛОМУДРЕННОСТЬ,15,0,0
ЦЕЛОСТАТ,8,0,0
ЦЕЛЬСИЙ,7,0,0
ЦЕМЕНТАЦИЯ,10,0,0
ЦЕМЕНТИРОВАНИЕ,14,0,0
ЦЕМЕНТИРОВКА,12,0,0
ЦЕМЕНТИТ,8,0,0
ЦЕМЕНТНИК,9,0,0
ЦЕМЕНТОБЕТОН,12,0,0
ЦЕМЕНТОВКА,10,0,0
ЦЕМЕНТОВОЗ,10,0,0
ЦЕНЕСТЕЗИЯ,10,0,0
ЦЕНЗОРСТВО,10,0,0
ЦЕНЗУРНОСТЬ,11,0,0
ЦЕНИТЕЛЬНИЦА,12,0,0
ЦЕНОГЕНЕЗ,9,0,0
ЦЕНОЗ,5,0,0
ЦЕНОЗИТ,7,0,0
ЦЕНТАЛ,6,0,0
ЦЕНТИФОЛИЯ,10,0,0
ЦЕНТРАЛИСТ,10,0,0
ЦЕНТРАЛКА,9,0,0
ЦЕНТРАЛЬ,8,0,0
ЦЕНТРАЛЬНОАФРИКАНЕЦ,19,0,0
ЦЕНТРАЛЬНОАФРИКАНКА,19,0,0
ЦЕНТРАЛЬНОСТЬ,13,0,0
ЦЕНТРИЗМ,8,0,0
ЦЕНТРИК,7,0,0
ЦЕНТРИРОВАНИЕ,13,0,0
ЦЕНТРИРОВКА,11,0,0
ЦЕНТРИФОЛИЯ,11,0,0
ЦЕНТРИФУГОВЩИК,14,0,0
ЦЕНТРОБЕЖКА,11,0,0
ЦЕНТРОВКА,9,0,0
ЦЕНТРОИД,8,0,0
ЦЕНТРОИДА,9,0,0
ЦЕНТРОПЛАН,10,0,0
ЦЕНТРОСОМА,10,0,0
ЦЕНТРОСФЕРА,11,0,0
ЦЕНТРФОРВАРД,12,0,0
ЦЕНТУМВИР,9,0,0
ЦЕНТУМВИРАТ,11,0,0
ЦЕНТУРИЯ,8,0,0
ЦЕНУРОЗ,7,0,0
ЦЕП,3,0,0
ЦЕПЕНЬ,6,0,0
ЦЕПКА,5,0,0
ЦЕПЛЯНИЕ,8,0,0
ЦЕПНЯ,5,0,0
ЦЕПОЧНИК,8,0,0
ЦЕППА,5,0,0
ЦЕППЕЛИН,8,0,0
ЦЕРАТОД,7,0,0
ЦЕРЕБРОЛИЗАТ,12,0,0
ЦЕРЕБРОЛИЗИН,12,0,0
ЦЕРЕЗИН,7,0,0
ЦЕРЕМОННИК,10,0,0
ЦЕРЕМОННИЦА,11,0,0
ЦЕРЕМОННОСТЬ,12,0,0
ЦЕРЕУС,6,0,0
ЦЕРИЙ,5,0,0
ЦЕРИТ,5,0,0
ЦЕРКВЕНКА,9,0,0
ЦЕРКОВНИЦА,10,0,0
ЦЕРКОВНОСЛАВЯНИЗМ,17,0,0
ЦЕРКОВНОСЛУЖИТЕЛЬ,17,0,0
ЦЕРКОСПОРИОЗ,12,0,0
ЦЕРОЛИТ,7,0,0
ЦЕРУЛОПЛАЗМИН,13,0,0
ЦЕРУССИТ,8,0,0
ЦЕСАРЕВНА,9,0,0
ЦЕСАРКА,7,0,0
ЦЕСАРЬ,6,0,0
ЦЕСТУС,6,0,0
ЦЕФАЛОПОД,9,0,0
ЦЕФЕИДА,7,0,0
ЦЕХИН,5,0,0
ЦЕХКОМ,6,0,0
ЦЕХОВЩИНА,9,0,0
ЦИАН,4,0,0
ЦИАНАМИД,8,0,0
ЦИАНАТ,6,0,0
ЦИАНИД,6,0,0
ЦИАНИЗАЦИЯ,10,0,0
ЦИАНИН,6,0,0
ЦИАНИТ,6,0,0
ЦИАНОЗ,6,0,0
ЦИАНОЗИТ,8,0,0
ЦИАНОКАБАЛАМИН,14,0,0
ЦИАНОКОБАЛАМИН,14,0,0
ЦИАНОМЕТР,9,0,0
ЦИАНУРХЛОРИД,12,0,0
ЦИБЕТИН,7,0,0
ЦИБИК,5,0,0
ЦИБУЛЯ,6,0,0
ЦИВЕТТА,7,0,0
ЦИВИЛИЗАТОР,11,0,0
ЦИВИЛИСТ,8,0,0
ЦИВИЛИСТИКА,11,0,0
ЦИГАН,5,0,0
ЦИГАНКА,7,0,0
ЦИГЕЙКА,7,0,0
ЦИДУЛКА,7,0,0
ЦИДУЛЬКА,8,0,0
ЦИДУЛЯ,6,0,0
ЦИКАДКА,7,0,0
ЦИКЛЕВКА,8,0,0
ЦИКЛЕВЩИК,9,0,0
ЦИКЛАДА,7,0,0
ЦИКЛАЗА,7,0,0
ЦИКЛИДА,7,0,0
ЦИКЛИЗАЦИЯ,10,0,0
ЦИКЛИТ,6,0,0
ЦИКЛОВАНИЕ,10,0,0
ЦИКЛОГЕКСАН,11,0,0
ЦИКЛОГЕКСАНОН,13,0,0
ЦИКЛОГЕНЕЗ,10,0,0
ЦИКЛОГРАММА,11,0,0
ЦИКЛОГРАФИЯ,11,0,0
ЦИКЛОДРОМ,9,0,0
ЦИКЛОИДА,8,0,0
ЦИКЛОМЕТР,9,0,0
ЦИКЛОНИТ,8,0,0
ЦИКЛОНОМЕТР,11,0,0
ЦИКЛОПОЛИМЕРИЗАЦИЯ,18,0,0
ЦИКЛОРАМА,9,0,0
ЦИКЛОТИМИЯ,10,0,0
ЦИКЛОТРОН,9,0,0
ЦИКЛОФОН,8,0,0
ЦИКЛЯ,5,0,0
ЦИКУТА,6,0,0
ЦИЛИНДРОИД,10,0,0
ЦИМБАЛА,7,0,0
ЦИМБАЛИСТ,9,0,0
ЦИМБАЛЯРИЯ,10,0,0
ЦИМЛЯНСКОЕ,10,0,0
ЦИМОФАН,7,0,0
ЦИНАШ,5,0,0
ЦИНГАРЕСКА,10,0,0
ЦИНЕРАРИЯ,9,0,0
ЦИНИЧНОСТЬ,10,0,0
ЦИНКИТ,6,0,0
ЦИНКОГРАФ,9,0,0
ЦИНКОГРАФИЯ,11,0,0
ЦИННИЯ,6,0,0
ЦИНУБЕЛЬ,8,0,0
ЦИОЗИТ,6,0,0
ЦИПЕРУС,7,0,0
ЦИРКАЧЕСТВО,11,0,0
ЦИРКОРАМА,9,0,0
ЦИРКУЛЯРКА,10,0,0
ЦИРКУЛЯТОР,10,0,0
ЦИРКУМФЛЕКС,11,0,0
ЦИРЮЛЬНЯ,8,0,0
ЦИССОИДА,8,0,0
ЦИСТА,5,0,0
ЦИСТЕИН,7,0,0
ЦИСТЕРЦИАНЕЦ,12,0,0
ЦИСТИН,6,0,0
ЦИСТИЦЕРК,9,0,0
ЦИСТИЦЕРКОЗ,11,0,0
ЦИСТОДА,7,0,0
ЦИСТОМА,7,0,0
ЦИСТОСКОП,9,0,0
ЦИСТОСКОПИЯ,11,0,0
ЦИСТРА,6,0,0
ЦИСТРОН,7,0,0
ЦИТАТКА,7,0,0
ЦИТАТНИЧЕСТВО,13,0,0
ЦИТАТЧИК,8,0,0
ЦИТАЦИЯ,7,0,0
ЦИТОГОНИЯ,9,0,0
ЦИТОДИАГНОСТИКА,15,0,0
ЦИТОЗИН,7,0,0
ЦИТОЛИЗ,7,0,0
ЦИТОЛИЗИН,9,0,0
ЦИТОМОРФОЛОГИЯ,14,0,0
ЦИТОПАТОЛОГИЯ,13,0,0
ЦИТОСТАТИК,10,0,0
ЦИТОТАКСИС,10,0,0
ЦИТОТРОПИЗМ,11,0,0
ЦИТОФИБРОМЕТР,13,0,0
ЦИТОФЛЮОРИМЕТР,14,0,0
ЦИТОФОТОМЕТРИЯ,14,0,0
ЦИТОХИМЕРА,10,0,0
ЦИТОХИМИЯ,9,0,0
ЦИТОХРОМ,8,0,0
ЦИТОЭКОЛОГИЯ,12,0,0
ЦИТРА,5,0,0
ЦИТРАЛЬ,7,0,0
ЦИТРАТ,6,0,0
ЦИТРИН,6,0,0
ЦИТРОВАНИЛИН,12,0,0
ЦИТРОВАНИЛЬ,11,0,0
ЦИТРОН,6,0,0
ЦИТРОНЕЛЛА,10,0,0
ЦИТРУС,6,0,0
ЦИТРУСОВОД,10,0,0
ЦИФЕРКА,7,0,0
ЦИФРАЦИЯ,8,0,0
ЦИФРОВАТЕЛЬ,11,0,0
ЦМИН,4,0,0
ЦОИЗИТ,6,0,0
ЦОКАЛЬЩИК,9,0,0
ЦОКОТУХА,8,0,0
ЦУГ,3,0,0
ЦУГУНДЕР,8,0,0
ЦУГЦВАНГ,8,0,0
ЦУК,3,0,0
ЦУЦИК,5,0,0
ЦЫГАНЩИНА,9,0,0
ЦЫКАНЬЕ,7,0,0
ЦЫПКИ,5,0,0
ЦЫПЛЕНОЧЕК,10,0,0
ЦЫПЛЯТИНА,9,0,0
ЦЫПЛЯТНИК,9,0,0
ЦЫПЛЯТНИЦА,10,0,0
ЦЮРИХЕЦ,7,0,0
ЧЕБОТ,5,0,0
ЧЕРНЫЙ,6,0,0
ЧЕРТУШКА,8,0,0
ЧЕС,3,0,0
ЧЕСАНОК,7,0,0
ЧЕСКА,5,0,0
ЧЕТНОСТЬ,8,0,0
ЧАЕВНИЦА,8,0,0
ЧАЕЧЕК,6,0,0
ЧАБЕР,5,0,0
ЧАВЫЧА,6,0,0
ЧАДЕЦ,5,0,0
ЧАДКА,5,0,0
ЧАДОЛЮБИЕ,9,0,0
ЧАДОРОДИЕ,9,0,0
ЧАДОРОЖДЕНИЕ,12,0,0
ЧАДОЧКО,7,0,0
ЧАДУШКО,7,0,0
ЧАЕВИК,6,0,0
ЧАЕВОД,6,0,0
ЧАЕВОДСТВО,10,0,0
ЧАЕДРОБИЛКА,11,0,0
ЧАЕТОРГОВЕЦ,11,0,0
ЧАЕТОРГОВЛЯ,11,0,0
ЧАЕУПРАВЛЕНИЕ,13,0,0
ЧАЕХЛЕБ,7,0,0
ЧАЙЛД,5,0,0
ЧАЙНИЦА,7,0,0
ЧАЙНИЧАНЬЕ,10,0,0
ЧАЙХАНЩИК,9,0,0
ЧАКОНА,6,0,0
ЧАКС,4,0,0
ЧАЛ,3,0,0
ЧАЛДАР,6,0,0
ЧАЛДОН,6,0,0
ЧАЛКА,5,0,0
ЧАЛЛИС,6,0,0
ЧАЛЫЙ,5,0,0
ЧАЛЬЩИК,7,0,0
ЧАНОВОЙ,7,0,0
ЧАНОВЩИК,8,0,0
ЧАПЫГА,6,0,0
ЧАРА,4,0,0
ЧАРДАШ,6,0,0
ЧАРМ,4,0,0
ЧАРМОНИЙ,8,0,0
ЧАРОВАНИЕ,9,0,0
ЧАРОВНИК,8,0,0
ЧАРОВНИЦА,9,0,0
ЧАРОДЕЙКА,9,0,0
ЧАРОЧКА,7,0,0
ЧАРТИЗМ,7,0,0
ЧАРТИСТ,7,0,0
ЧАРУСА,6,0,0
ЧАСИКИ,6,0,0
ЧАСОСЛОВ,8,0,0
ЧАСОЧЕК,7,0,0
ЧАСТИК,6,0,0
ЧАСТИЧНОСТЬ,11,0,0
ЧАСТНИЦА,8,0,0
ЧАСТНОЕ,7,0,0
ЧАСТОТНИК,9,0,0
ЧАСТОТНОСТЬ,11,0,0
ЧАСТОТОМЕР,10,0,0
ЧАСТУХА,7,0,0
ЧАСТУШЕЧНИК,11,0,0
ЧАСТУШЕЧНИЦА,12,0,0
ЧАУС,4,0,0
ЧАХЛИК,6,0,0
ЧАХЛОСТЬ,8,0,0
ЧАШНИК,6,0,0
ЧВАКАНЬЕ,8,0,0
ЧВАНЛИВОСТЬ,11,0,0
ЧЕБАК,5,0,0
ЧЕБОКСАРЕЦ,10,0,0
