f_WORD,f_LENG,f_FREQ,f_FLAG
schmoozes,9,1,1
schmoozing,10,7,1
schmuck,7,234,1
schmucks,8,28,1
schnapps,8,37,1
schnauzer,9,10,1
schnauzers,10,0,0
schnook,7,17,1
schnooks,8,2,1
schnozzle,9,3,1
schnozzles,10,0,0
scholar,7,186,1
scholarly,9,22,1
scholars,8,47,1
scholarship,11,507,1
scholarships,12,55,1
scholastic,10,29,1
school,6,16989,1
schoolbook,10,4,1
schoolbooks,11,15,1
schoolboy,9,67,1
schoolboys,10,10,1
schoolchild,11,2,1
schoolchildren,14,19,1
schooldays,10,1,1
schooled,8,25,1
schoolfriend,12,0,0
schoolfriends,13,0,0
schoolgirl,10,96,1
schoolgirls,11,25,1
schoolhouse,11,57,1
schoolhouses,12,4,1
schooling,9,73,1
schoolkid,9,0,0
schoolkids,10,8,1
schoolmarm,10,11,1
schoolmarmish,13,0,0
schoolmarms,11,0,0
schoolmaster,12,46,1
schoolmasters,13,5,1
schoolmate,10,6,1
schoolmates,11,12,1
schoolmistress,14,3,1
schoolmistresses,16,0,0
schoolroom,10,16,1
schoolrooms,11,1,1
schools,7,714,1
schoolteacher,13,176,1
schoolteachers,14,24,1
schoolwork,10,49,1
schoolyard,10,44,1
schoolyards,11,3,1
schooner,8,38,1
schooners,9,7,1
schtick,7,3,1
schticks,8,0,0
schwa,5,1,1
schwas,6,0,0
sciatic,7,11,1
sciatica,8,13,1
science,7,1900,1
sciences,8,36,1
scientific,10,580,1
scientifically,14,0,0
scientist,9,621,1
scientists,10,494,1
scimitar,8,11,1
scimitars,9,0,0
scintilla,9,6,1
scintillating,13,20,1
scion,5,12,1
scions,6,0,0
scissor,7,18,1
scissors,8,341,1
sclera,6,4,1
sclerae,7,1,1
scleras,7,0,0
sclerosis,9,13,1
sclerotic,9,0,0
scoff,5,21,1
scoffed,7,11,1
scoffing,8,6,1
scofflaw,8,0,0
scofflaws,9,2,1
scoffs,6,78,1
scold,5,67,1
scolded,7,42,1
scolding,8,24,1
scoldings,9,0,0
scolds,6,2,1
sconce,6,8,1
sconces,7,5,1
scone,5,25,1
scones,6,40,1
scoop,5,289,1
scooped,7,45,1
scooping,8,25,1
scoops,6,52,1
scoot,5,152,1
scooted,7,6,1
scooter,7,139,1
scooters,8,15,1
scooting,8,4,1
scoots,6,3,1
scope,5,286,1
scoped,6,13,1
scopes,6,25,1
scoping,7,25,1
scorch,6,24,1
scorched,8,38,1
scorcher,8,19,1
scorchers,9,1,1
scorches,8,1,1
scorching,9,20,1
score,5,1552,1
scoreboard,10,31,1
scoreboards,11,4,1
scorecard,9,8,1
scorecards,10,6,1
scored,6,293,1
scorekeeper,11,6,1
scorekeepers,12,1,1
scoreless,9,7,1
scoreline,9,0,0
scorelines,10,0,0
scorer,6,21,1
scorers,7,3,1
scores,6,422,1
scoresheet,10,0,0
scoresheets,11,0,0
scoring,7,89,1
scorn,5,59,1
scorned,7,35,1
scornful,8,4,1
scornfully,10,0,0
scorning,8,2,1
scorns,6,12,1
scorpion,8,136,1
scorpions,9,67,1
scotch,6,752,1
scotched,8,0,0
scotches,8,19,1
scotching,9,0,0
scoundrel,9,152,1
scoundrels,10,38,1
scour,5,31,1
scoured,7,18,1
scourer,7,0,0
scourers,8,0,0
scourge,7,67,1
scourged,8,5,1
scourges,8,2,1
scourging,9,0,0
scouring,8,23,1
scours,6,2,1
scout,5,657,1
scouted,7,23,1
scouting,8,75,1
scoutmaster,11,11,1
scoutmasters,12,0,0
scouts,6,279,1
scowl,5,26,1
scowled,7,0,0
scowling,8,7,1
scowls,6,0,0
scrabble,8,96,1
scrabbled,9,1,1
scrabbles,9,0,0
scrabbling,10,2,1
scraggier,9,0,0
scraggiest,10,0,0
scragglier,10,0,0
scraggliest,11,0,0
scraggly,8,0,0
scraggy,7,2,1
scram,5,179,1
scramble,8,123,1
scrambled,9,367,1
scrambler,9,28,1
scramblers,10,1,1
scrambles,9,6,1
scrambling,10,49,1
scrammed,8,1,1
scramming,9,1,1
scrams,6,1,1
scrap,5,223,1
scrapbook,9,61,1
scrapbooks,10,11,1
scrape,6,210,1
scraped,7,66,1
scraper,7,5,1
scrapers,8,1,1
scrapes,7,47,1
scrapheap,9,4,1
scrapheaps,10,0,0
scrapie,7,0,0
scraping,8,118,1
scrapings,9,18,1
scrapped,8,27,1
scrappier,9,1,1
scrappiest,10,0,0
scrapping,9,11,1
scrappy,7,30,1
scraps,6,104,1
scrapyard,9,2,1
scrapyards,10,0,0
scratch,7,961,1
scratched,9,228,1
scratches,9,123,1
scratchier,10,0,0
scratchiest,11,0,0
scratching,10,189,1
scratchy,8,49,1
scrawl,6,12,1
scrawled,8,8,1
scrawling,9,3,1
scrawls,7,1,1
scrawnier,9,2,1
scrawniest,10,0,0
scrawny,7,80,1
scream,6,1347,1
screamed,8,247,1
screaming,9,1945,1
screamingly,11,0,0
screams,7,862,1
scree,5,2,1
screech,7,318,1
screeched,9,3,1
screeches,9,36,1
screeching,10,130,1
screed,6,0,0
screeds,7,0,0
screen,6,1193,1
screened,8,41,1
screener,8,12,1
screeners,9,5,1
screening,9,173,1
screenings,10,15,1
screenplay,10,133,1
screenplays,11,21,1
screenprinting,14,0,0
screens,7,93,1
screensaver,11,0,0
screensavers,12,0,0
screenshot,10,0,0
screenshots,11,0,0
screenwriter,12,28,1
screenwriters,13,6,1
screes,6,0,0
screw,5,1912,1
screwball,9,57,1
screwballs,10,7,1
screwcap,8,0,0
screwcaps,9,0,0
screwdriver,11,128,1
screwdrivers,12,3,1
screwed,7,1519,1
screwier,8,4,1
screwiest,9,4,1
screwing,8,504,1
screws,6,178,1
screwup,7,0,0
screwups,8,0,0
screwy,6,90,1
scribble,8,32,1
scribbled,9,26,1
scribbler,9,7,1
scribblers,10,2,1
scribbles,9,4,1
scribbling,10,30,1
scribe,6,13,1
scribes,7,6,1
scrimmage,9,40,1
scrimmaged,10,1,1
scrimmages,10,2,1
scrimmaging,11,4,1
scrimp,6,6,1
scrimped,8,4,1
scrimping,9,6,1
scrimps,7,0,0
scrip,5,36,1
scrips,6,7,1
script,6,1000,1
scripted,8,17,1
scripting,9,1,1
scripts,7,119,1
scriptural,10,1,1
scripture,9,69,1
scriptures,10,36,1
scriptwriter,12,2,1
scriptwriters,13,1,1
scrod,5,3,1
scroll,6,116,1
scrolled,8,0,0
scrolling,9,3,1
scrolls,7,118,1
scrooge,7,197,1
scrooges,8,0,0
scrota,6,0,0
scrotum,7,29,1
scrotums,8,1,1
scrounge,8,45,1
scrounged,9,12,1
scrounger,9,22,1
scroungers,10,0,0
scrounges,9,2,1
scrounging,10,21,1
scrub,5,318,1
scrubbed,8,78,1
scrubber,8,13,1
scrubbers,9,4,1
scrubbier,9,0,0
scrubbiest,10,0,0
scrubbing,9,97,1
scrubby,7,6,1
scrubland,9,0,0
scrublands,10,0,0
scrubs,6,36,1
scruff,6,12,1
scruffier,9,0,0
scruffiest,10,0,0
scruffily,9,0,0
scruffs,7,0,0
scruffy,7,28,1
scrum,5,5,1
scrummage,9,0,0
scrummages,10,0,0
scrummed,8,0,0
scrumming,9,0,0
scrummy,7,0,0
scrumptious,11,38,1
scrumpy,7,2,1
scrums,6,1,1
scrunch,7,11,1
scrunched,9,4,1
scrunches,9,1,1
scrunchie,9,6,1
scrunchies,10,5,1
scrunching,10,2,1
scrunchy,8,8,1
scruple,7,5,1
scrupled,8,0,0
scruples,8,48,1
scrupling,9,0,0
scrupulous,10,8,1
scrupulously,12,0,0
scrutineer,10,0,0
scrutineers,11,0,0
scrutinise,10,2,1
scrutinised,11,3,1
scrutinises,11,0,0
scrutinising,12,0,0
scrutinize,10,11,1
scrutinized,11,13,1
scrutinizes,11,0,0
scrutinizing,12,5,1
scrutiny,8,58,1
scuba,5,78,1
scud,4,31,1
scudded,7,0,0
scudding,8,2,1
scuds,5,6,1
scuff,5,23,1
scuffed,7,11,1
scuffing,8,1,1
scuffle,7,22,1
scuffled,8,2,1
scuffles,8,0,0
scuffling,9,9,1
scuffs,6,6,1
scull,5,3,1
sculled,7,1,1
sculleries,10,0,0
scullery,8,21,1
sculling,8,0,0
sculls,6,1,1
sculpt,6,19,1
sculpted,8,16,1
sculpting,9,19,1
sculptor,8,46,1
sculptors,9,8,1
sculpts,7,3,1
sculptural,10,4,1
sculpture,9,159,1
sculptured,10,3,1
sculptures,10,33,1
scum,4,505,1
scumbag,7,281,1
scumbags,8,85,1
scummier,8,0,0
scummiest,9,1,1
scummy,6,12,1
scupper,7,1,1
scuppered,9,4,1
scuppering,10,0,0
scuppers,8,4,1
scurried,8,5,1
scurries,8,2,1
scurrilous,10,9,1
scurrilously,12,0,0
scurry,6,40,1
scurrying,9,16,1
scurvy,6,55,1
scuttle,7,41,1
scuttlebutt,11,29,1
scuttled,8,13,1
scuttles,8,3,1
scuttling,9,17,1
scuzzier,8,0,0
scuzziest,9,0,0
scuzzy,6,9,1
scythe,6,16,1
scythed,7,0,0
scythes,7,1,1
scything,8,0,0
sea,3,3052,1
seabed,6,4,1
seabird,7,0,0
seabirds,8,4,1
seaboard,8,61,1
seaboards,9,0,0
seaborne,8,7,1
seacoast,8,1,1
seacoasts,9,0,0
seadog,6,1,1
seadogs,7,0,0
seafarer,8,3,1
seafarers,9,1,1
seafaring,9,10,1
seafloor,8,1,1
seafloors,9,0,0
seafood,7,103,1
seafront,8,3,1
seafronts,9,0,0
seagoing,8,11,1
seagull,7,62,1
seagulls,8,56,1
seahorse,8,7,1
seahorses,9,0,0
seal,4,752,1
sealant,7,12,1
sealants,8,1,1
sealed,6,497,1
sealer,6,10,1
sealers,7,1,1
sealing,7,46,1
seals,5,139,1
sealskin,8,7,1
seam,4,33,1
seaman,6,86,1
seamanship,10,13,1
seamed,6,1,1
seamen,6,39,1
seamier,7,1,1
seamiest,8,0,0
seamless,8,16,1
seamlessly,10,0,0
seams,5,68,1
seamstress,10,27,1
seamstresses,12,5,1
seamy,5,6,1
seance,6,23,1
seances,7,5,1
seaplane,8,11,1
seaplanes,9,3,1
seaport,7,8,1
seaports,8,3,1
sear,4,11,1
search,6,2467,1
searched,8,406,1
searcher,8,17,1
searchers,9,8,1
searches,8,67,1
searching,9,856,1
searchingly,11,0,0
searchlight,11,22,1
searchlights,12,22,1
seared,6,11,1
searing,7,16,1
searingly,9,0,0
sears,5,135,1
seas,4,223,1
seascape,8,3,1
seascapes,9,2,1
seashell,8,16,1
seashells,9,32,1
seashore,8,24,1
seashores,9,2,1
seasick,7,70,1
seasickness,11,7,1
seaside,7,33,1
season,6,1605,1
seasonable,10,2,1
seasonal,8,50,1
seasonally,10,0,0
seasoned,8,50,1
seasoning,9,27,1
seasonings,10,6,1
seasons,7,210,1
seat,4,4018,1
seatbelt,8,47,1
seatbelts,9,0,0
seated,6,436,1
seating,7,109,1
seatmate,8,0,0
seatmates,9,0,0
seats,5,1110,1
seawall,7,2,1
seawalls,8,0,0
seaward,7,6,1
seawards,8,0,0
seawater,8,23,1
seaway,6,1,1
seaways,7,1,1
seaweed,7,88,1
seaweeds,8,0,0
seaworthiness,13,0,0
seaworthy,9,10,1
sebaceous,9,5,1
sebum,5,0,0
sec,3,877,1
secateurs,9,0,0
secede,6,4,1
seceded,7,3,1
secedes,7,0,0
seceding,8,3,1
secession,9,1,1
secessionist,12,0,0
secessionists,13,1,1
secessions,10,0,0
seclude,7,2,1
secluded,8,52,1
secludes,8,0,0
secluding,9,0,0
seclusion,9,36,1
second,6,14513,1
secondarily,11,0,0
secondary,9,209,1
seconded,8,20,1
seconder,8,0,0
seconders,9,0,0
secondhand,10,54,1
seconding,9,0,0
secondly,8,0,0
secondment,10,1,1
secondments,11,0,0
seconds,7,3603,1
secrecy,7,177,1
secret,6,5585,1
secretarial,11,16,1
secretariat,11,5,1
secretariats,12,0,0
secretaries,11,74,1
secretary,9,1694,1
secrete,7,11,1
secreted,8,12,1
secretes,8,3,1
secreting,9,5,1
secretion,9,13,1
secretions,10,23,1
secretive,9,68,1
secretively,11,0,0
secretiveness,13,2,1
secretly,8,0,0
secrets,7,1217,1
secs,4,6,1
sect,4,37,1
sectarian,9,2,1
sectarianism,12,0,0
sectarians,10,0,0
section,7,1394,1
sectional,9,14,1
sectionals,10,12,1
sectioned,9,5,1
sectioning,10,0,0
sections,8,127,1
sector,6,360,1
sectors,7,33,1
sects,5,13,1
secular,7,25,1
secularisation,14,0,0
secularise,10,0,0
secularised,11,0,0
secularises,11,0,0
secularising,12,0,0
secularism,10,0,0
secularist,10,1,1
secularists,11,0,0
secularization,14,0,0
secularize,10,0,0
secularized,11,0,0
secularizes,11,0,0
secularizing,12,0,0
secure,6,1241,1
secured,7,262,1
securely,8,0,0
securer,7,0,0
secures,7,13,1
securest,8,0,0
securing,8,61,1
securities,10,70,1
security,8,4810,1
sedan,5,90,1
sedans,6,7,1
sedate,6,64,1
sedated,7,85,1
sedately,8,0,0
sedates,7,0,0
sedating,8,2,1
sedation,8,58,1
sedative,8,130,1
sedatives,9,36,1
sedentary,9,9,1
sedge,5,6,1
sedges,6,2,1
sediment,8,21,1
sedimentary,11,4,1
sedimentation,13,2,1
sediments,9,3,1
sedition,8,23,1
seditious,9,8,1
seduce,6,176,1
seduced,7,95,1
seducer,7,20,1
seducers,8,0,0
seduces,7,17,1
seducing,8,49,1
seduction,9,50,1
seductions,10,1,1
seductive,9,38,1
seductively,11,0,0
seductiveness,13,2,1
seductress,10,5,1
seductresses,12,1,1
sedulous,8,0,0
sedulously,10,0,0
see,3,130393,1
seed,4,386,1
seedbed,7,0,0
seedbeds,8,0,0
seedcorn,8,0,0
seeded,6,7,1
seedier,7,0,0
seediest,8,2,1
seediness,9,1,1
seeding,7,8,1
seedless,8,10,1
seedling,8,5,1
seedlings,9,13,1
seeds,5,228,1
seedy,5,37,1
seeing,6,5591,1
seek,4,934,1
seeker,6,47,1
seekers,7,21,1
seeking,7,288,1
seeks,5,146,1
seem,4,7131,1
seemed,6,2767,1
seeming,7,51,1
seemingly,9,0,0
seemlier,8,0,0
seemliest,9,0,0
seemly,6,0,0
seems,5,8545,1
seen,4,19633,1
seep,4,9,1
seepage,7,17,1
seepages,8,0,0
seeped,6,5,1
seeping,7,19,1
seeps,5,8,1
seer,4,75,1
seers,5,13,1
seersucker,10,3,1
sees,4,1899,1
seesaw,6,22,1
seesawed,8,0,0
seesawing,9,0,0
seesaws,7,0,0
seethe,6,5,1
seethed,7,1,1
seethes,7,1,1
seething,8,23,1
segment,7,101,1
segmentation,12,1,1
segmented,9,1,1
segmenting,10,0,0
segments,8,20,1
segregate,9,7,1
segregated,10,11,1
segregates,10,0,0
segregating,11,0,0
segregation,11,43,1
segregationist,14,0,0
segregationists,15,0,0
segue,5,26,1
segued,6,2,1
segueing,8,1,1
segues,6,3,1
seismic,7,31,1
seismograph,11,3,1
seismographs,12,8,1
seismological,13,1,1
seismologist,12,5,1
seismologists,13,6,1
seismology,10,2,1
seize,5,246,1
seized,6,129,1
seizes,6,12,1
seizing,7,48,1
seizure,7,190,1
seizures,8,93,1
seldom,6,167,1
select,6,180,1
selected,8,249,1
selecting,9,29,1
selection,9,232,1
selections,10,20,1
selective,9,60,1
selectively,11,0,0
selectivity,11,3,1
selector,8,3,1
selectors,9,2,1
selects,7,13,1
selenium,8,33,1
self,4,722,1
selfhood,8,0,0
selfie,6,0,0
selfies,7,0,0
selfish,7,811,1
selfishly,9,0,0
selfishness,11,40,1
selfless,8,93,1
selflessly,10,0,0
selflessness,12,15,1
selfsame,8,0,0
sell,4,4705,1
seller,6,112,1
sellers,7,86,1
selling,7,1919,1
selloff,7,0,0
selloffs,8,0,0
sellotape,9,0,0
sellotaped,10,0,0
sellotapes,10,0,0
sellotaping,11,0,0
sellout,7,33,1
sellouts,8,1,1
sells,5,363,1
seltzer,7,42,1
seltzers,8,0,0
selves,6,62,1
semantic,8,4,1
semantically,12,0,0
semantics,9,39,1
semaphore,9,7,1
semaphored,10,0,0
semaphores,10,0,0
semaphoring,11,1,1
semblance,9,22,1
semen,5,201,1
semester,8,354,1
semesters,9,26,1
semi,4,119,1
semiannual,10,2,1
semiautomatic,13,21,1
semiautomatics,14,3,1
semibreve,9,1,1
semibreves,10,0,0
semicircle,10,3,1
semicircles,11,1,1
semicircular,12,0,0
semicolon,9,8,1
semicolons,10,2,1
semiconductor,13,1,1
semiconductors,14,2,1
semiconscious,13,2,1
semidetached,12,0,0
semidetacheds,13,0,0
semifinal,9,14,1
semifinalist,12,0,0
semifinalists,13,5,1
semifinals,10,29,1
seminal,7,19,1
seminar,7,217,1
seminarian,10,1,1
seminarians,11,0,0
seminaries,10,1,1
seminars,8,38,1
seminary,8,53,1
semiotic,8,0,0
semiotics,9,1,1
semiprecious,12,3,1
semiprivate,11,2,1
semipro,7,5,1
semiprofessional,16,0,0
semiprofessionals,17,0,0
semipros,8,1,1
semiquaver,10,1,1
semiquavers,11,0,0
semiretired,11,2,1
semis,5,10,1
semiskilled,11,1,1
semitone,8,0,0
semitones,9,0,0
semitrailer,11,0,0
semitrailers,12,0,0
semitropical,12,0,0
semivowel,9,0,0
semivowels,10,0,0
semiweekly,10,0,0
semolina,8,1,1
semtex,6,0,0
senate,6,331,1
senates,7,0,0
senator,7,1691,1
senatorial,10,12,1
senators,8,120,1
send,4,9169,1
sender,6,38,1
senders,7,1,1
sending,7,1790,1
sendoff,7,16,1
sendoffs,8,1,1
sends,5,585,1
sendup,6,0,0
sendups,7,0,0
senescence,10,4,1
senescent,9,0,0
senile,6,88,1
senility,8,16,1
senior,6,1339,1
seniority,9,55,1
seniors,7,122,1
sensation,9,249,1
sensational,11,205,1
sensationalise,14,0,0
sensationalised,15,0,0
sensationalises,15,0,0
sensationalising,16,0,0
sensationalism,14,7,1
sensationalist,14,2,1
sensationalistic,16,2,1
sensationalists,15,1,1
sensationalize,14,2,1
sensationalized,15,0,0
sensationalizes,15,0,0
sensationalizing,16,2,1
sensationally,13,0,0
sensations,10,39,1
sense,5,6722,1
sensed,6,145,1
senseless,9,131,1
senselessly,11,0,0
senselessness,13,1,1
senses,6,432,1
sensibilities,13,30,1
sensibility,11,25,1
sensible,8,347,1
sensibly,8,0,0
sensing,7,97,1
sensitisation,13,0,0
sensitise,9,0,0
sensitised,10,0,0
sensitises,10,0,0
sensitising,11,0,0
sensitive,9,1149,1
sensitively,11,0,0
sensitiveness,13,0,0
sensitivities,13,10,1
sensitivity,11,148,1
sensitization,13,0,0
sensitize,9,0,0
sensitized,10,5,1
sensitizes,10,1,1
sensitizing,11,0,0
sensor,6,115,1
sensors,7,262,1
sensory,7,55,1
sensual,7,77,1
sensuality,10,35,1
sensually,9,0,0
sensuous,8,25,1
sensuously,10,0,0
sensuousness,12,2,1
sent,4,7038,1
sentence,8,1047,1
sentenced,9,213,1
sentences,9,168,1
sentencing,10,70,1
sententious,11,0,0
sententiously,13,0,0
sentient,8,23,1
sentiment,9,162,1
sentimental,11,359,1
sentimentalise,14,0,0
sentimentalised,15,0,0
sentimentalises,15,0,0
sentimentalising,16,0,0
sentimentalism,14,0,0
sentimentalist,14,13,1
sentimentalists,15,2,1
sentimentality,14,24,1
sentimentalize,14,1,1
sentimentalized,15,1,1
sentimentalizes,15,0,0
sentimentalizing,16,0,0
sentimentally,13,0,0
sentiments,10,81,1
sentinel,8,27,1
sentinels,9,16,1
sentries,8,43,1
sentry,6,70,1
sepal,5,0,0
sepals,6,1,1
separability,12,0,0
separable,9,1,1
separate,8,1107,1
separated,9,540,1
separately,10,0,0
separateness,12,7,1
separates,9,78,1
separating,10,66,1
separation,10,248,1
separations,11,12,1
separatism,10,0,0
separatist,10,8,1
separatists,11,12,1
separator,9,5,1
separators,10,3,1
sepia,5,3,1
sepsis,6,20,1
septet,6,1,1
septets,7,0,0
septic,6,72,1
septicaemia,11,1,1
septicemia,10,4,1
septuagenarian,14,0,0
septuagenarians,15,0,0
sepulcher,9,5,1
sepulchers,10,0,0
sepulchral,10,0,0
sepulchre,9,7,1
sepulchres,10,0,0
sequel,6,90,1
sequels,7,4,1
sequence,8,428,1
sequenced,9,7,1
sequencer,9,11,1
sequencers,10,1,1
sequences,9,40,1
sequencing,10,17,1
sequential,10,10,1
sequentially,12,0,0
sequester,9,4,1
sequestered,11,25,1
sequestering,12,5,1
sequesters,10,0,0
sequestrate,11,0,0
sequestrated,12,0,0
sequestrates,12,0,0
sequestrating,13,0,0
sequestration,13,1,1
sequin,6,7,1
sequined,8,14,1
sequinned,9,1,1
sequins,7,28,1
sequoia,7,7,1
sequoias,8,1,1
sera,4,0,0
seraph,6,8,1
seraphic,8,0,0
seraphim,8,6,1
seraphs,7,1,1
serenade,8,58,1
serenaded,9,3,1
serenades,9,2,1
serenading,10,8,1
serendipitous,13,8,1
serendipity,11,29,1
serene,6,63,1
serenely,8,0,0
serenity,8,91,1
serf,4,9,1
serfdom,7,2,1
serfs,5,16,1
serge,5,83,1
sergeant,8,3210,1
sergeants,9,43,1
serial,6,577,1
serialisation,13,0,0
serialisations,14,0,0
serialise,9,0,0
serialised,10,0,0
serialises,10,0,0
serialising,11,0,0
serialization,13,1,1
serializations,14,0,0
serialize,9,41,1
serialized,10,1,1
serializes,10,8,1
serializing,11,0,0
serially,8,0,0
serials,7,11,1
series,6,1028,1
serif,5,1,1
serifs,6,1,1
serious,7,7566,1
seriously,9,0,0
seriousness,11,64,1
sermon,6,139,1
sermonise,9,0,0
sermonised,10,1,1
sermonises,10,0,0
sermonising,11,0,0
sermonize,9,0,0
sermonized,10,0,0
sermonizes,10,0,0
sermonizing,11,2,1
sermons,7,33,1
serotonin,9,16,1
serpent,7,99,1
serpentine,10,12,1
serpents,8,27,1
serrated,8,12,1
serration,9,2,1
serrations,10,1,1
serried,7,0,0
serum,5,191,1
serums,6,4,1
servant,7,619,1
servants,8,352,1
serve,5,1935,1
served,6,1007,1
server,6,200,1
serveries,9,0,0
servers,7,87,1
servery,7,1,1
serves,6,319,1
service,7,4076,1
serviceable,11,12,1
serviced,8,35,1
serviceman,10,8,1
servicemen,10,27,1
services,8,1053,1
servicewoman,12,0,0
servicewomen,12,0,0
servicing,9,31,1
serviette,9,0,0
serviettes,10,0,0
servile,7,6,1
servility,9,0,0
serving,7,596,1
servings,8,6,1
servitude,9,34,1
servo,5,3,1
servos,6,4,1
sesame,6,78,1
session,7,678,1
sessions,8,235,1
set,3,11805,1
setback,7,78,1
setbacks,8,25,1
sets,4,761,1
sett,4,0,0
settee,6,9,1
settees,7,0,0
setter,6,19,1
setters,7,2,1
setting,7,1099,1
settings,8,49,1
settle,6,2143,1
settled,7,991,1
settlement,10,322,1
settlements,11,19,1
settler,7,4,1
settlers,8,58,1
settles,7,156,1
settling,8,210,1
setts,5,0,0
setup,5,440,1
setups,6,12,1
seven,5,5327,1
sevens,6,53,1
seventeen,9,296,1
seventeens,10,0,0
seventeenth,11,19,1
seventeenths,12,0,0
seventh,7,497,1
sevenths,8,1,1
seventies,9,29,1
seventieth,10,2,1
seventieths,11,0,0
seventy,7,105,1
sever,5,80,1
several,7,0,0
severally,9,0,0
severance,9,56,1
severe,6,480,1
severed,7,154,1
severely,8,0,0
severer,7,2,1
severest,8,5,1
severing,8,10,1
severity,8,30,1
severs,6,2,1
sew,3,280,1
sewage,6,60,1
sewed,5,87,1
sewer,5,240,1
sewerage,8,1,1
sewers,6,66,1
sewing,6,198,1
sewn,4,66,1
sews,4,16,1
sex,3,7761,1
sexagenarian,12,2,1
sexagenarians,13,0,0
sexed,5,6,1
sexes,5,30,1
sexier,6,54,1
sexiest,7,73,1
sexily,6,0,0
sexiness,8,5,1
sexism,6,9,1
sexist,6,89,1
sexists,7,2,1
sexless,7,13,1
sexologist,10,0,0
sexologists,11,0,0
sexpot,6,7,1
sexpots,7,0,0
sextant,7,8,1
sextants,8,2,1
sextet,6,6,1
sextets,7,0,0
sexting,7,0,0
sexton,6,23,1
sextons,7,0,0
sextuplet,9,1,1
sextuplets,10,1,1
sexual,6,1693,1
sexuality,9,158,1
sexually,8,0,0
sexy,4,1529,1
shabbier,8,2,1
shabbiest,9,1,1
shabbily,8,0,0
shabbiness,10,0,0
shabby,6,87,1
shack,5,288,1
shacked,7,38,1
shacking,8,29,1
shackle,7,16,1
shackled,8,19,1
shackles,8,47,1
shackling,9,1,1
shacks,6,27,1
shade,5,304,1
shaded,6,8,1
shades,6,145,1
shadier,7,0,0
shadiest,8,0,0
shading,7,16,1
shadings,8,1,1
shadow,6,1080,1
shadowbox,9,0,0
shadowboxed,11,0,0
shadowboxes,11,1,1
shadowboxing,12,2,1
shadowed,8,29,1
shadowing,9,25,1
shadows,7,583,1
shadowy,7,86,1
shady,5,120,1
shaft,5,393,1
shafted,7,10,1
shafting,8,0,0
shafts,6,44,1
shag,4,97,1
shagged,7,13,1
shaggier,8,0,0
shaggiest,9,1,1
shagginess,10,0,0
shagging,8,54,1
shaggy,6,78,1
shags,5,4,1
shah,4,43,1
shahs,5,0,0
shake,5,2021,1
shakedown,9,46,1
shakedowns,10,4,1
shaken,6,169,1
shakeout,8,0,0
shakeouts,9,0,0
shaker,6,81,1
shakers,7,32,1
shakes,6,252,1
shakeup,7,3,1
shakeups,8,0,0
shakier,7,2,1
shakiest,8,8,1
shakily,7,0,0
shakiness,9,0,0
shaking,7,657,1
shaky,5,151,1
shale,5,9,1
shall,5,9441,1
shallot,7,2,1
shallots,8,12,1
shallow,7,301,1
shallower,9,2,1
shallowest,10,2,1
shallowly,9,0,0
shallowness,11,5,1
shallows,8,20,1
shalom,6,74,1
shalt,5,169,1
shalwar,7,0,0
shalwars,8,0,0
sham,4,77,1
shaman,6,128,1
shamanism,9,7,1
shamans,7,8,1
shamble,7,2,1
shambled,8,0,0
shambles,8,47,1
shambling,9,2,1
shambolic,9,0,0
shame,5,2120,1
shamed,6,44,1
shamefaced,10,0,0
shamefacedly,12,0,0
shameful,8,98,1
shamefully,10,0,0
shamefulness,12,0,0
shameless,9,97,1
shamelessly,11,0,0
shamelessness,13,1,1
shames,6,6,1
shaming,7,14,1
shammed,7,0,0
shammies,8,0,0
shamming,8,3,1
shammy,6,0,0
shampoo,7,215,1
shampooed,9,8,1
shampooing,10,8,1
shampoos,8,16,1
shamrock,8,14,1
shamrocks,9,2,1
shams,5,5,1
shandies,8,0,0
shandy,6,2,1
shanghai,8,252,1
shanghaied,10,27,1
shanghaiing,11,1,1
shanghais,9,0,0
shank,5,69,1
shanks,6,30,1
shanties,8,3,1
shanty,6,23,1
shantytown,10,4,1
shantytowns,11,1,1
shape,5,1542,1
shaped,6,181,1
shapeless,9,5,1
shapelessly,11,0,0
shapelessness,13,0,0
shapelier,9,1,1
shapeliest,10,0,0
shapeliness,11,0,0
shapely,7,18,1
shapes,6,97,1
shaping,7,53,1
shard,5,37,1
shards,6,19,1
share,5,3545,1
sharecropper,12,5,1
sharecroppers,13,5,1
shared,6,534,1
shareholder,11,27,1
shareholders,12,48,1
shareholding,12,0,0
shares,6,324,1
shareware,9,0,0
sharia,6,1,1
shariah,7,0,0
sharing,7,623,1
shark,5,764,1
sharks,6,375,1
sharp,5,1213,1
sharpen,7,57,1
sharpened,9,51,1
sharpener,9,17,1
sharpeners,10,2,1
sharpening,10,24,1
sharpens,8,9,1
sharper,7,65,1
sharpest,8,37,1
sharpish,8,2,1
sharply,7,0,0
sharpness,9,12,1
sharps,6,19,1
sharpshooter,12,27,1
sharpshooters,13,23,1
shat,4,24,1
shatter,7,72,1
shattered,9,214,1
shattering,10,39,1
shatterproof,12,7,1
shatters,8,29,1
shave,5,702,1
shaved,6,227,1
shaven,6,10,1
shaver,6,24,1
shavers,7,11,1
shaves,6,25,1
shaving,7,298,1
shavings,8,21,1
shawl,5,70,1
shawls,6,8,1
she,3,0,0
sheaf,5,2,1
